C.D.S.  -  SIMBAD4 rel 1.8  -  2023.09.29CEST10:32:46

HD107259
--------

Object * eta Vir  ---  SB*  ---  OID=@1915328   (@@39666,2)  ---  coobox=15365

Coordinates(ICRS,ep=J2000,eq=2000): 12 19 54.3423981960  -00 40 00.466313196 (Opt ) A [0.5536 0.4312 90] 2020yCat.1350....0G
Coordinates(FK4,ep=B1950,eq=1950): 12 17 20.7183406206  -00 23 20.665275502
Coordinates(Gal,ep=J2000,eq=2000): 286.3987331467812  +61.1886853758347
hierarchy counts: #parents=0, #children=0, #siblings=0
Proper motions: -54.665 -17.642 [0.799 0.771 90] A 2020yCat.1350....0G
Parallax: 13.1692 [0.7356] A 2020yCat.1350....0G
Radial Velocity: 5.24 [0.19] A 2004A&A...424..727P
Redshift: 0.000017 [0.000001] A 2004A&A...424..727P
cz: 5.24 [0.19] A 2004A&A...424..727P
Flux U : 3.99 [~] C 2002yCat.2237....0D
Flux B : 3.92 [~] C 2002yCat.2237....0D
Flux V : 3.90 [~] C 2002yCat.2237....0D
Flux G : 3.815949 [0.003888] C 2020yCat.1350....0G
Flux R : 3.82 [~] C 2002yCat.2237....0D
Flux I : 3.82 [~] C 2002yCat.2237....0D
Flux J : 3.78 [~] C 2002yCat.2237....0D
Flux H : 3.76 [~] C 2002yCat.2237....0D
Flux K : 3.76 [~] C 2002yCat.2237....0D
Spectral type: A2IV C 1995ApJS...99..135A
Morphological type: ~ ~ ~
Angular size: 0.0017  0.0  334 (Opt )  D 2001AJ....122.3466M

Identifiers (48):
   HIP 60129                            Gaia DR3 3695061317957036928         ADS 4689 AB                        
   WISEA J121954.30-004000.7            TIC 66671861                         PLX 2840                           
   SBC9 1727                            SBC9 718                             * eta Vir                          
   * 15 Vir                             AG-00 1719                           BD+00 2926                         
   CCDM J12199-0040AB                   CSV 101264                           FK5 460                            
   GC 16813                             GCRV 7391                            GEN# +1.00107259                   
   GSC 04940-01158                      HD 107259                            HIC 60129                          
   HR 4689                              JP11 2206                            N30 2851                           
   NSV 5555                             PMC 90-93 328                        PPM 178753                         
   ROT 1807                             SAO 138721                           SBC7 459                           
   SKY# 23099                           SV* ZI 931                           TD1 16208                          
   TYC 4940-1158-1                      UBV 11070                            UBV M 18063                        
   uvby98 100107259                     WDS J12199-0040AB                    ** MCA 37                          
   Renson 31060                         * eta Vir B                          AKARI-IRC-V1 J1219543-004000       
   WISE J121954.33-004000.5             IRAS 12173-0023                      NAME Zaniah                        
   2MASS J12195437-0040002              WEB 10691                            Gaia DR2 3695061317956684160       

Bibcodes  1850-2023 () (242):
  1996AJ....111..370H  1996ApJ...460..744H  1996BaltA...5..603A  1996MNRAS.281..522C
  1996S&T....92e..28M  1995A&AS..110..107M  1995A&AS..110..553S  1995A&AS..114..269D
  1995ApJS...99..135A  1995MNRAS.275..711P  1995PNAOJ...4...67M  1994A&A...289..209G
  1994A&AS..103..427K  1994A&AS..107..365A  1994AJ....108.2299H  1994PASP..106..508M
  1993AJ....105.1045T  1993PAZh...19..944T  1993yCat.3135....0C  1992A&AS...92....1G
  1992A&AS...95..273C  1992A&AS...95..355C  1992A&AS...96..375I  1992AJ....103.1399B
  1992AJ....103.1976H  1992AZh....69.1062G  1992ApJ...398..552K  1992PNAOJ...2..459I
  1992PPMtO..11..184X  1992S&T....84..138F  1991A&AS...89..429R  1991Ap&SS.177..161H
  1991ApJ...378..742T  1991BAAS...23.1411H  1991PASP..103..494P  1991PASP..103..987C
  1990AJ.....99..965M  1990AJ....100..825C  1990MNRAS.242....1C  1990PBeiO..16...18L
  1990SoSAO..65....5B  1989A&A...221..250I  1989A&AS...77..497B  1989A&AS...78..511P
  1989A&AS...81..415B  1989AJ.....97..510M  1988A&AS...72..551M  1988AJ.....96..337K
  1988Ap&SS.142..203F  1987A&AS...71...57B  1987A&AS...71..177B  1987AJ.....93..688M
  1987ApJS...65..581G  1987PASP...99.1184P  1987PAZh...13..508B  1986A&AS...64..131E
  1986A&AS...65...27B  1986RMxAA..13..115T  1985A&AS...59..145C  1985A&AS...60..365M
  1985A&AS...61..483T  1985AbaOB..58..327B  1985AbaOB..59...83B  1985AcApS...5..230Q
  1985IAUS..111...97M  1985PAZh...11..112B  1984A&A...135..393G  1984A&AS...57...31B
  1984AJ.....89.1366S  1984ApJS...54..251M  1984ApJS...54..421G  1984PAZh...10..293T
  1983AJ.....88..666K  1983ApJS...51..309M  1983MNRAS.203..777A  1983PASP...95..289S
  1982AJ.....87..170R  1982AJ.....87.1029E  1982Ap&SS..87..377V  1982ApJS...48..273M
  1982ApJS...49..267M  1982SvAL....8...99T  1981ApJ...246..879F  1981LowOB...9..125M
  1981SvA....25...45D  1980A&AS...40..207C  1980AJ.....85..478E  1980Ap&SS..69..401F
  1979A&AS...36...25Y  1979AJ.....84..401L  1979ApJ...228..493M  1979ApJ...230..497M
  1979PASP...91..507C  1978ApJ...220...75F  1978ApJ...220..442A  1978PDAO...15..121B
  1977ApJ...215..159M  1977PASP...89..187E  1976A&AS...25...55C  1976ApJ...203..680L
  1976ApJS...32....7B  1976PASP...88..317M  1975A&A....43..111H  1975A&AS...19...91L
  1972A&AS....5..109C  1972MNRAS.160..155S  1972PASP...84..584L  1972SvA....15..744G
  1971A&A....10..332M  1971ApJS...23..421H  1970A&AS....1..165J  1970A&AS....1..189F
  1970IBVS..427....1F  1969ApJ...157..757S  1969ApJ...158.1085C  1969ApJS...18...47H
  1969PASP...81..105H  1968AJ.....73..313M  1968ApJ...151..259J  1967ApJS...15...21W
  1966ApJ...144...25M  1966GeoOM..21....0C  1966JO.....49..387L  1965ApJ...142.1594C
  1964ApJ...139..793S  1960MNRAS.120..448E  1958ApJS....3..141B  1954ApJ...119..146S
  1953GCRV..C......0W  1952ZA.....31..256K  1950AJ.....55..138J  1926ApJ....64..262D
  1922ApJ....56...40M  1915PAllO...3..153J  1908ApJ....27..160H  1907ApJ....26..282I
  1903ApJ....17..150F  1903ApJ....18..306C                        

Measures (distance:2  Fe_H:7  MK:10  PLX:4  PM:6  ROT:5  V*:1  velocities:9  ):
distance:2Fe_H:7MK:10PLX:4PM:6ROT:5V*:1velocities:9

Notes (0) :

================================================================================

